uid,title,abstract,authors,published_at,primary_category,categories,arxiv_url,pdf_url,pdf_path,status,quality_score,quality_reason,quality_reviewed_at,match_score,match_reason,match_summary,match_prompt_hash,added_at,last_updated_at
2601.11473v1,A Probabilistic Approach to Trajectory-Based Optimal Experimental Design,"We present a novel probabilistic approach for optimal path experimental design. In this approach a discrete path optimization problem is defined on a static navigation mesh, and trajectories are modeled as random variables governed by a parametric Markov policy. The discrete path optimization problem is then replaced with an equivalent stochastic optimization problem over the policy parameters, resulting in an optimal probability model that samples estimates of the optimal discrete path. This approach enables exploration of the utility function's distribution tail and treats the utility function of the design as a black box, making it applicable to linear and nonlinear inverse problems and beyond experimental design. Numerical verification and analysis are carried out by using a parameter identification problem widely used in model-based optimal experimental design.",Ahmed Attia,2026-01-16T17:58:16+00:00,math.OC,math.OC; cs.LG,https://arxiv.org/abs/2601.11473v1,https://arxiv.org/pdf/2601.11473v1,,rejected,66.0,"The abstract claims novelty but does not clearly specify the technical contribution beyond reframing discrete path optimization as stochastic optimization over Markov policy parameters, which appears incremental without details on guarantees or algorithmic advances. Empirical validation is described only vaguely (“numerical verification” on a standard parameter identification example) with no indication of baselines, metrics, or comparative performance. Overall, the problem motivation is clear, but the substance and evidentiary support in the abstract are insufficient for high-quality library inclusion.",2026-01-20T21:23:08.843346+00:00,,,,,2026-01-20T21:23:04.701595+00:00,2026-01-20T21:23:08.844986+00:00
2601.11471v1,Low-Rank Key Value Attention,"Transformer pretraining is increasingly constrained by memory and compute requirements, with the key-value (KV) cache emerging as a dominant bottleneck during training and autoregressive decoding. We propose \textit{low-rank KV adaptation} (LRKV), a simple modification of multi-head attention that reduces KV cache memory by exploiting redundancy across attention heads while preserving full token-level resolution. Each layer uses a shared full-rank KV projection augmented with low-rank, head-specific residuals, yielding a continuous trade-off between complete sharing and fully independent attention. LRKV is a drop-in replacement for standard multi-head attention and directly subsumes query-sharing approaches such as multi-query and grouped-query attention, while remaining distinct from latent-compression methods such as multi-latent attention (MLA). Across large-scale pretraining experiments, LRKV consistently achieves faster loss reduction, lower validation perplexity, and stronger downstream task performance than standard attention, MQA/GQA, and MLA. At the 2.5B scale, LRKV outperforms standard attention while using roughly half the KV cache, and reaches equivalent model quality with up to \textbf{20-25\% less training compute} when measured in cumulative FLOPs. To explain these gains, we analyze attention head structure in operator space and show that LRKV preserves nearly all functional head diversity relative to standard attention, whereas more aggressive KV-sharing mechanisms rely on compensatory query specialization. Together, these results establish LRKV as a practical and effective attention mechanism for scaling Transformer pretraining under memory- and compute-constrained regimes.",James O'Neill; Robert Clancy; Mariia Matskevichus; Fergal Reid,2026-01-16T17:56:40+00:00,cs.LG,cs.LG,https://arxiv.org/abs/2601.11471v1,https://arxiv.org/pdf/2601.11471v1,library/pdfs/2601.11471v1.pdf,accepted,78.0,"The paper states a clear, important problem (KV-cache memory/compute bottleneck) and proposes a non-trivial but clean architectural modification (shared full-rank KV with low-rank head-specific residuals) that generalizes prior query/KV sharing schemes. The abstract reports large-scale pretraining comparisons against strong baselines (standard attention, MQA/GQA, MLA) with consistent improvements, including compute savings at 2.5B scale, and includes an explanatory analysis of head diversity in operator space. Writing is clear and the claimed empirical/analytic evidence suggests realistic research value beyond an incremental tweak.",2026-01-20T21:23:14.062741+00:00,,,,,2026-01-20T21:23:08.845815+00:00,2026-01-20T21:23:14.246452+00:00
2601.11468v1,Exploring LLM Features in Predictive Process Monitoring for Small-Scale Event-Logs,"Predictive Process Monitoring is a branch of process mining that aims to predict the outcome of an ongoing process. Recently, it leveraged machine-and-deep learning architectures. In this paper, we extend our prior LLM-based Predictive Process Monitoring framework, which was initially focused on total time prediction via prompting. The extension consists of comprehensively evaluating its generality, semantic leverage, and reasoning mechanisms, also across multiple Key Performance Indicators. Empirical evaluations conducted on three distinct event logs and across the Key Performance Indicators of Total Time and Activity Occurrence prediction indicate that, in data-scarce settings with only 100 traces, the LLM surpasses the benchmark methods. Furthermore, the experiments also show that the LLM exploits both its embodied prior knowledge and the internal correlations among training traces. Finally, we examine the reasoning strategies employed by the model, demonstrating that the LLM does not merely replicate existing predictive methods but performs higher-order reasoning to generate the predictions.",Alessandro Padella; Massimiliano de Leoni; Marlon Dumas,2026-01-16T17:54:55+00:00,cs.AI,cs.AI; cs.IT,https://arxiv.org/abs/2601.11468v1,https://arxiv.org/pdf/2601.11468v1,,rejected,68.0,"While it states a clear task and reports experiments on three event logs, the contribution appears largely incremental (an extension of prior prompting-based work) and the claims about “higher-order reasoning” are not clearly operationalized or supported by rigorous analysis in the abstract. The evaluation scope (only 100 traces, two KPIs) and unspecified baselines/controls make it hard to assess methodological strength and generality at a high-quality library bar.",2026-01-20T21:23:17.229279+00:00,,,,,2026-01-20T21:23:14.247328+00:00,2026-01-20T21:23:17.231081+00:00
2601.11464v1,MHA2MLA-VLM: Enabling DeepSeek's Economical Multi-Head Latent Attention across Vision-Language Models,"As vision-language models (VLMs) tackle increasingly complex and multimodal tasks, the rapid growth of Key-Value (KV) cache imposes significant memory and computational bottlenecks during inference. While Multi-Head Latent Attention (MLA) offers an effective means to compress the KV cache and accelerate inference, adapting existing VLMs to the MLA architecture without costly pretraining remains largely unexplored. In this work, we present MHA2MLA-VLM, a parameter-efficient and multimodal-aware framework for converting off-the-shelf VLMs to MLA. Our approach features two core techniques: (1) a modality-adaptive partial-RoPE strategy that supports both traditional and multimodal settings by selectively masking nonessential dimensions, and (2) a modality-decoupled low-rank approximation method that independently compresses the visual and textual KV spaces. Furthermore, we introduce parameter-efficient fine-tuning to minimize adaptation cost and demonstrate that minimizing output activation error, rather than parameter distance, substantially reduces performance loss. Extensive experiments on three representative VLMs show that MHA2MLA-VLM restores original model performance with minimal supervised data, significantly reduces KV cache footprint, and integrates seamlessly with KV quantization.",Xiaoran Fan; Zhichao Sun; Tao Ji; Lixing Shen; Tao Gui,2026-01-16T17:45:34+00:00,cs.CV,cs.CV; cs.AI; cs.CL; cs.LG,https://arxiv.org/abs/2601.11464v1,https://arxiv.org/pdf/2601.11464v1,,rejected,72.0,"The paper has a clear practical problem (KV-cache bottlenecks in VLM inference) and proposes plausible adaptation techniques (partial-RoPE masking, modality-decoupled low-rank KV compression, and parameter-efficient fine-tuning). However, based on the abstract alone, the technical novelty appears incremental relative to existing KV compression/low-rank adaptation and MLA-style approaches, and key experimental details (benchmarks, baselines, ablations, and quantified gains) are not specified, making it hard to verify the claimed ""restores performance"" and ""significantly reduces"" footprint at a high-confidence level.",2026-01-20T21:23:21.328660+00:00,,,,,2026-01-20T21:23:17.231928+00:00,2026-01-20T21:23:21.330281+00:00
2601.11460v1,Learning Semantic-Geometric Task Graph-Representations from Human Demonstrations,"Learning structured task representations from human demonstrations is essential for understanding long-horizon manipulation behaviors, particularly in bimanual settings where action ordering, object involvement, and interaction geometry can vary significantly. A key challenge lies in jointly capturing the discrete semantic structure of tasks and the temporal evolution of object-centric geometric relations in a form that supports reasoning over task progression. In this work, we introduce a semantic-geometric task graph-representation that encodes object identities, inter-object relations, and their temporal geometric evolution from human demonstrations. Building on this formulation, we propose a learning framework that combines a Message Passing Neural Network (MPNN) encoder with a Transformer-based decoder, decoupling scene representation learning from action-conditioned reasoning about task progression. The encoder operates solely on temporal scene graphs to learn structured representations, while the decoder conditions on action-context to predict future action sequences, associated objects, and object motions over extended time horizons. Through extensive evaluation on human demonstration datasets, we show that semantic-geometric task graph-representations are particularly beneficial for tasks with high action and object variability, where simpler sequence-based models struggle to capture task progression. Finally, we demonstrate that task graph representations can be transferred to a physical bimanual robot and used for online action selection, highlighting their potential as reusable task abstractions for downstream decision-making in manipulation systems.",Franziska Herbert; Vignesh Prasad; Han Liu; Dorothea Koert; Georgia Chalvatzaki,2026-01-16T17:35:00+00:00,cs.RO,cs.RO; cs.LG,https://arxiv.org/abs/2601.11460v1,https://arxiv.org/pdf/2601.11460v1,,rejected,72.0,"The paper presents a plausible semantic-geometric task-graph formulation with an MPNN+Transformer architecture, but the abstract does not specify concrete methodological novelty beyond combining standard components or clearly define what is new in the representation. While it claims “extensive evaluation” and real-robot transfer, it provides no details on datasets, baselines, metrics, ablations, or quantitative results, making the evidence for substance and impact hard to verify from the abstract alone.",2026-01-20T21:23:24.281215+00:00,,,,,2026-01-20T21:23:21.331171+00:00,2026-01-20T21:23:24.282806+00:00
2601.11459v1,Interactive Narrative Analytics: Bridging Computational Narrative Extraction and Human Sensemaking,"Information overload and misinformation create significant challenges in extracting meaningful narratives from large news collections. This paper defines the nascent field of Interactive Narrative Analytics (INA), which combines computational narrative extraction with interactive visual analytics to support sensemaking. INA approaches enable the interactive exploration of narrative structures through computational methods and visual interfaces that facilitate human interpretation. The field faces challenges in scalability, interactivity, knowledge integration, and evaluation standardization, yet offers promising opportunities across news analysis, intelligence, scientific literature exploration, and social media analysis. Through the combination of computational and human insight, INA addresses complex challenges in narrative sensemaking.",Brian Keith,2026-01-16T17:34:37+00:00,cs.HC,cs.HC; cs.AI; cs.CL; cs.CY; cs.IR,https://arxiv.org/abs/2601.11459v1,https://arxiv.org/pdf/2601.11459v1,,rejected,52.0,"The abstract frames a broad, nascent field and lists challenges/opportunities, but does not articulate a concrete technical contribution, novel method, or evaluative study. It reads like a position/survey piece without clear methodology or experiments, making the research substance and community value hard to verify at high-quality-library standards.",2026-01-20T21:23:27.367944+00:00,,,,,2026-01-20T21:23:24.283770+00:00,2026-01-20T21:23:27.369803+00:00
2601.11451v1,PRISM-CAFO: Prior-conditioned Remote-sensing Infrastructure Segmentation and Mapping for CAFOs,"Large-scale livestock operations pose significant risks to human health and the environment, while also being vulnerable to threats such as infectious diseases and extreme weather events. As the number of such operations continues to grow, accurate and scalable mapping has become increasingly important. In this work, we present an infrastructure-first, explainable pipeline for identifying and characterizing Concentrated Animal Feeding Operations (CAFOs) from aerial and satellite imagery. Our method (1) detects candidate infrastructure (e.g., barns, feedlots, manure lagoons, silos) with a domain-tuned YOLOv8 detector, then derives SAM2 masks from these boxes and filters component-specific criteria, (2) extracts structured descriptors (e.g., counts, areas, orientations, and spatial relations) and fuses them with deep visual features using a lightweight spatial cross-attention classifier, and (3) outputs both CAFO type predictions and mask-level attributions that link decisions to visible infrastructure. Through comprehensive evaluation, we show that our approach achieves state-of-the-art performance, with Swin-B+PRISM-CAFO surpassing the best performing baseline by up to 15\%. Beyond strong predictive performance across diverse U.S. regions, we run systematic gradient--activation analyses that quantify the impact of domain priors and show ho",Oishee Bintey Hoque; Nibir Chandra Mandal; Kyle Luong; Amanda Wilson; Samarth Swarup; Madhav Marathe; Abhijin Adiga,2026-01-16T17:16:26+00:00,cs.CV,cs.CV; cs.AI; cs.LG,https://arxiv.org/abs/2601.11451v1,https://arxiv.org/pdf/2601.11451v1,,rejected,72.0,"The paper outlines a plausible multi-stage pipeline (YOLOv8 proposals + SAM2 masks + structured descriptors fused with cross-attention) and claims SOTA gains, but the abstract is incomplete/truncated and does not provide enough concrete experimental details (datasets, splits, metrics, ablations) to verify rigor. The technical contribution appears primarily as an integration of existing components with domain heuristics rather than a clearly novel method. The stated “comprehensive evaluation” and explainability analyses are not substantiated in the provided abstract, so evidence of methodological depth is insufficient for inclusion.",2026-01-20T21:23:31.513170+00:00,,,,,2026-01-20T21:23:27.370764+00:00,2026-01-20T21:23:31.514732+00:00
2601.11447v1,IMS: Intelligent Hardware Monitoring System for Secure SoCs,"In the modern Systems-on-Chip (SoC), the Advanced eXtensible Interface (AXI) protocol exhibits security vulnerabilities, enabling partial or complete denial-of-service (DoS) through protocol-violation attacks. The recent countermeasures lack a dedicated real-time protocol semantic analysis and evade protocol compliance checks. This paper tackles this AXI vulnerability issue and presents an intelligent hardware monitoring system (IMS) for real-time detection of AXI protocol violations. IMS is a hardware module leveraging neural networks to achieve high detection accuracy. For model training, we perform DoS attacks through header-field manipulation and systematic malicious operations, while recording AXI transactions to build a training dataset. We then deploy a quantization-optimized neural network, achieving 98.7% detection accuracy with <=3% latency overhead, and throughput of >2.5 million inferences/s. We subsequently integrate this IMS into a RISC-V SoC as a memory-mapped IP core to monitor its AXI bus. For demonstration and initial assessment for later ASIC integration, we implemented this IMS on an AMD Zynq UltraScale+ MPSoC ZCU104 board, showing an overall small hardware footprint (9.04% look-up-tables (LUTs), 0.23% DSP slices, and 0.70% flip-flops) and negligible impact on the overall design's achievable frequency. This demonstrates the feasibility of lightweight, security monitoring for resource-constrained edge environments.",Wadid Foudhaili; Aykut Rencber; Anouar Nechi; Rainer Buchty; Mladen Berekovic; Andres Gomez; Saleh Mulhem,2026-01-16T17:10:17+00:00,cs.CR,cs.CR; cs.AR; cs.LG,https://arxiv.org/abs/2601.11447v1,https://arxiv.org/pdf/2601.11447v1,,rejected,72.0,"The paper has a clear problem statement and a plausible implementation with concrete FPGA resource/throughput numbers, but the core technical novelty appears limited (a neural-network-based protocol monitor) and the evaluation is narrow. Claims like 98.7% accuracy lack enough methodological detail in the abstract (dataset realism/coverage, baselines, false positive rates under benign stress, generalization beyond trained attack patterns), making the contribution feel incremental for a high-quality library threshold.",2026-01-20T21:23:35.255677+00:00,,,,,2026-01-20T21:23:31.515624+00:00,2026-01-20T21:23:35.257245+00:00
2601.11444v1,When Are Two Scores Better Than One? Investigating Ensembles of Diffusion Models,"Diffusion models now generate high-quality, diverse samples, with an increasing focus on more powerful models. Although ensembling is a well-known way to improve supervised models, its application to unconditional score-based diffusion models remains largely unexplored. In this work we investigate whether it provides tangible benefits for generative modelling. We find that while ensembling the scores generally improves the score-matching loss and model likelihood, it fails to consistently enhance perceptual quality metrics such as FID on image datasets. We confirm this observation across a breadth of aggregation rules using Deep Ensembles, Monte Carlo Dropout, on CIFAR-10 and FFHQ. We attempt to explain this discrepancy by investigating possible explanations, such as the link between score estimation and image quality. We also look into tabular data through random forests, and find that one aggregation strategy outperforms the others. Finally, we provide theoretical insights into the summing of score models, which shed light not only on ensembling but also on several model composition techniques (e.g. guidance).",Raphaël Razafindralambo; Rémy Sun; Frédéric Precioso; Damien Garreau; Pierre-Alexandre Mattei,2026-01-16T17:07:25+00:00,cs.LG,cs.LG; cs.CV; math.ST; stat.ME; stat.ML,https://arxiv.org/abs/2601.11444v1,https://arxiv.org/pdf/2601.11444v1,,rejected,72.0,"The paper has a clear question and provides empirical results across multiple ensemble strategies and datasets, plus some theoretical discussion, which is solid. However, the core contribution is largely diagnostic/negative (ensembles improve likelihood/score loss but not FID) with limited actionable methodology or demonstrated improvement over strong baselines, making the novelty and community value more incremental than substantial.",2026-01-20T21:23:37.765982+00:00,,,,,2026-01-20T21:23:35.258119+00:00,2026-01-20T21:23:37.771001+00:00
2601.11442v1,Map2Thought: Explicit 3D Spatial Reasoning via Metric Cognitive Maps,"We propose Map2Thought, a framework that enables explicit and interpretable spatial reasoning for 3D VLMs. The framework is grounded in two key components: Metric Cognitive Map (Metric-CogMap) and Cognitive Chain-of-Thought (Cog-CoT). Metric-CogMap provides a unified spatial representation by integrating a discrete grid for relational reasoning with a continuous, metric-scale representation for precise geometric understanding. Building upon the Metric-CogMap, Cog-CoT performs explicit geometric reasoning through deterministic operations, including vector operations, bounding-box distances, and occlusion-aware appearance order cues, producing interpretable inference traces grounded in 3D structure. Experimental results show that Map2Thought enables explainable 3D understanding, achieving 59.9% accuracy using only half the supervision, closely matching the 60.9% baseline trained with the full dataset. It consistently outperforms state-of-the-art methods by 5.3%, 4.8%, and 4.0% under 10%, 25%, and 50% training subsets, respectively, on the VSI-Bench.",Xiangjun Gao; Zhensong Zhang; Dave Zhenyu Chen; Songcen Xu; Long Quan; Eduardo Pérez-Pellitero; Youngkyoon Jang,2026-01-16T17:02:46+00:00,cs.CV,cs.CV; cs.AI,https://arxiv.org/abs/2601.11442v1,https://arxiv.org/pdf/2601.11442v1,library/pdfs/2601.11442v1.pdf,accepted,78.0,"The paper states a clear problem (explicit, interpretable 3D spatial reasoning for VLMs) and proposes a non-trivial framework combining a hybrid metric/discrete cognitive map with deterministic geometric reasoning operations. It reports concrete experimental gains on VSI-Bench, including strong data-efficiency results and consistent improvements over prior methods across multiple low-supervision regimes. While the abstract does not detail ablations or robustness analyses, the described methodology and empirical evidence suggest substantive research value.",2026-01-20T21:23:41.791929+00:00,,,,,2026-01-20T21:23:37.772098+00:00,2026-01-20T21:23:45.751193+00:00
